asignatura|tema|año|convocatoria|ejercicio|tipo_ejercicio
química|ácido base|2009|Reserva 1|Ejercicio A5|pH de base fuerte y volumen de agua a añadir para reducir pH
química|ácido base|2009|Reserva 1|Ejercicio B4|Ácidos y bases conjugados (pares conjugados Brønsted-Lowry)
química|formulación|2009|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2009|Reserva 1|Opción A, Ejercicio 2|
química|equilibrio químico|2009|Reserva 1|Opción A, Ejercicio 3|Le Chatelier
química|reactividad orgánica|2009|Reserva 1|Opción A, Ejercicio 4|
química|ácido base|2009|Reserva 1|Opción A, Ejercicio 5|
química|cantidad química|2009|Reserva 1|Opción A, Ejercicio 6|
química|formulación|2009|Reserva 1|Opción B, Ejercicio 1|
química|cantidad química|2009|Reserva 1|Opción B, Ejercicio 2|
química|redox|2009|Reserva 1|Opción B, Ejercicio 3|
química|ácido base|2009|Reserva 1|Opción B, Ejercicio 4|
química|termoquímica|2009|Reserva 1|Opción B, Ejercicio 5|
química|equilibrio químico|2009|Reserva 1|Opción B, Ejercicio 6|Kc y Kp: cálculo numérico + grado de disociación
química|ácido base|2009|Reserva 2|Ejercicio A6|Equilibrio de ácido débil (pH y grado de disociación)
química|formulación|2009|Reserva 2|Opción A, Ejercicio 1|
química|enlace químico|2009|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2009|Reserva 2|Opción A, Ejercicio 3|Kc y Kp: expresión (equilibrio heterogéneo)
química|termoquímica|2009|Reserva 2|Opción A, Ejercicio 4|
química|redox|2009|Reserva 2|Opción A, Ejercicio 5|
química|ácido base|2009|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2009|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2009|Reserva 2|Opción B, Ejercicio 2|
química|átomo|2009|Reserva 2|Opción B, Ejercicio 3|
química|cantidad química|2009|Reserva 2|Opción B, Ejercicio 4|
química|equilibrio químico|2009|Reserva 2|Opción B, Ejercicio 5|Presiones parciales - cálculo de Kp y volumen
química|termoquímica|2009|Reserva 2|Opción B, Ejercicio 6|
química|ácido base|2009|Reserva 3|Ejercicio A4|Pares ácido-base conjugados (completar equilibrios Brønsted-Lowry)
química|formulación|2009|Reserva 3|Opción A, Ejercicio 1|
química|enlace químico|2009|Reserva 3|Opción A, Ejercicio 2|
química|redox|2009|Reserva 3|Opción A, Ejercicio 3|
química|ácido base|2009|Reserva 3|Opción A, Ejercicio 4|
química|cantidad química|2009|Reserva 3|Opción A, Ejercicio 5|
química|equilibrio químico|2009|Reserva 3|Opción A, Ejercicio 6|Equilibrio heterogéneo - cálculo cantidad de sólido
química|formulación|2009|Reserva 3|Opción B, Ejercicio 1|
química|átomo|2009|Reserva 3|Opción B, Ejercicio 2|
química|termoquímica|2009|Reserva 3|Opción B, Ejercicio 3|
química|reactividad orgánica|2009|Reserva 3|Opción B, Ejercicio 4|
química|cantidad química|2009|Reserva 3|Opción B, Ejercicio 5|
química|redox|2009|Reserva 3|Opción B, Ejercicio 6|
química|ácido base|2009|Reserva 4|Ejercicio A6|Equilibrio de base débil (Kb) y volumen de agua para alcanzar pH dado
química|ácido base|2009|Reserva 4|Ejercicio B4|Verdadero o falso (ácido débil concentrado; ion negativo como ácido; anfóteros)
química|formulación|2009|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2009|Reserva 4|Opción A, Ejercicio 2|
química|redox|2009|Reserva 4|Opción A, Ejercicio 3|
química|reactividad orgánica|2009|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2009|Reserva 4|Opción A, Ejercicio 5|
química|ácido base|2009|Reserva 4|Opción A, Ejercicio 6|
química|formulación|2009|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2009|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2009|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2009|Reserva 4|Opción B, Ejercicio 4|
química|cantidad química|2009|Reserva 4|Opción B, Ejercicio 5|
química|redox|2009|Reserva 4|Opción B, Ejercicio 6|
química|ácido base|2009|Septiembre|Ejercicio A6|pH de ácido fuerte vs ácido débil y volumen de agua para igualar pH
química|ácido base|2009|Septiembre|Ejercicio B4|Cuestiones teóricas Brønsted-Lowry (NH3; CH3COONa; HNO2)
química|formulación|2009|Septiembre|Opción A, Ejercicio 1|
química|átomo|2009|Septiembre|Opción A, Ejercicio 2|
química|equilibrio químico|2009|Septiembre|Opción A, Ejercicio 3|Le Chatelier - equilibrio heterogéneo
química|reactividad orgánica|2009|Septiembre|Opción A, Ejercicio 4|
química|termoquímica|2009|Septiembre|Opción A, Ejercicio 5|
química|ácido base|2009|Septiembre|Opción A, Ejercicio 6|
química|formulación|2009|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2009|Septiembre|Opción B, Ejercicio 2|
química|enlace químico|2009|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2009|Septiembre|Opción B, Ejercicio 4|
química|equilibrio químico|2009|Septiembre|Opción B, Ejercicio 5|Kc y Kp: cálculo numérico
química|redox|2009|Septiembre|Opción B, Ejercicio 6|
química|formulación|2010|Junio|Opción A, Ejercicio 1|
química|enlace químico|2010|Junio|Opción A, Ejercicio 2|
química|solubilidad|2010|Junio|Opción A, Ejercicio 3|Ks → solubilidad; Influencia del pH
química|termoquímica|2010|Junio|Opción A, Ejercicio 4|
química|redox|2010|Junio|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (gases)
química|ácido base|2010|Junio|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH) + Volumen agua a añadir
química|formulación|2010|Junio|Opción B, Ejercicio 1|
química|cantidad química|2010|Junio|Opción B, Ejercicio 2|
química|átomo|2010|Junio|Opción B, Ejercicio 3|
química|ácido base|2010|Junio|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|equilibrio químico|2010|Junio|Opción B, Ejercicio 5|Cálculo de Kc con productos iniciales no nulos
química|termoquímica|2010|Junio|Opción B, Ejercicio 6|
química|formulación|2010|Reserva 1|Opción A, Ejercicio 1|
química|enlace químico|2010|Reserva 1|Opción A, Ejercicio 2|
química|redox|2010|Reserva 1|Opción A, Ejercicio 3|Pilas galvánicas: espontaneidad + cálculo de fem
química|ácido base|2010|Reserva 1|Opción A, Ejercicio 4|Cuestiones teóricas: ácido fuerte/débil + Hidrólisis de sales
química|cantidad química|2010|Reserva 1|Opción A, Ejercicio 5|
química|equilibrio químico|2010|Reserva 1|Opción A, Ejercicio 6|Cálculo de Kc y Kp a partir de presión total - grado de disociación
química|formulación|2010|Reserva 1|Opción B, Ejercicio 1|
química|átomo|2010|Reserva 1|Opción B, Ejercicio 2|
química|termoquímica|2010|Reserva 1|Opción B, Ejercicio 3|
química|reactividad orgánica|2010|Reserva 1|Opción B, Ejercicio 4|
química|cantidad química|2010|Reserva 1|Opción B, Ejercicio 5|
química|redox|2010|Reserva 1|Opción B, Ejercicio 6|Electrolisis (ley de Faraday): cubas en serie
química|formulación|2010|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2010|Reserva 2|Opción A, Ejercicio 2|
química|solubilidad|2010|Reserva 2|Opción A, Ejercicio 3|Ks → solubilidad; Efecto ion común teórico
química|cantidad química|2010|Reserva 2|Opción A, Ejercicio 4|
química|redox|2010|Reserva 2|Opción A, Ejercicio 5|Ajuste ión-electrón (medio básico) + estequiometría
química|termoquímica|2010|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2010|Reserva 2|Opción B, Ejercicio 1|
química|enlace químico|2010|Reserva 2|Opción B, Ejercicio 2|
química|cinética|2010|Reserva 2|Opción B, Ejercicio 3|Orden de reacción y unidades de la constante cinética
química|reactividad orgánica|2010|Reserva 2|Opción B, Ejercicio 4|
química|ácido base|2010|Reserva 2|Opción B, Ejercicio 5|Equilibrio base débil (Kb, α, pH) + efecto dilución
química|equilibrio químico|2010|Reserva 2|Opción B, Ejercicio 6|Equilibrio heterogéneo - cociente de reacción y cálculo de concentraciones
química|formulación|2010|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2010|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2010|Reserva 3|Opción A, Ejercicio 3|Kc y Kp - verdadero o falso con Le Chatelier
química|reactividad orgánica|2010|Reserva 3|Opción A, Ejercicio 4|
química|termoquímica|2010|Reserva 3|Opción A, Ejercicio 5|
química|ácido base|2010|Reserva 3|Opción A, Ejercicio 6|Cálculo de pH de ácido/base fuerte + Neutralización con exceso
química|formulación|2010|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2010|Reserva 3|Opción B, Ejercicio 2|
química|enlace químico|2010|Reserva 3|Opción B, Ejercicio 3|
química|ácido base|2010|Reserva 3|Opción B, Ejercicio 4|Neutralización ácido-base + descripción procedimiento experimental
química|solubilidad|2010|Reserva 3|Opción B, Ejercicio 5|Solubilidad → Ks; Ion común numérico
química|redox|2010|Reserva 3|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + cálculo de concentración
química|formulación|2010|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2010|Reserva 4|Opción A, Ejercicio 2|
química|redox|2010|Reserva 4|Opción A, Ejercicio 3|Espontaneidad de reacciones redox (¿se forma H₂?)
química|reactividad orgánica|2010|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2010|Reserva 4|Opción A, Ejercicio 5|
química|solubilidad|2010|Reserva 4|Opción A, Ejercicio 6|Solubilidad → Ks; Influencia del pH
química|formulación|2010|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2010|Reserva 4|Opción B, Ejercicio 2|
química|ácido base|2010|Reserva 4|Opción B, Ejercicio 4|Disoluciones amortiguadoras (tampón)
química|cantidad química|2010|Reserva 4|Opción B, Ejercicio 5|
química|redox|2010|Reserva 4|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (concentración)
química|formulación|2010|Septiembre|Opción A, Ejercicio 1|
química|átomo|2010|Septiembre|Opción A, Ejercicio 2|
química|equilibrio químico|2010|Septiembre|Opción A, Ejercicio 3|Equilibrio heterogéneo - Kc y Kp y Le Chatelier
química|reactividad orgánica|2010|Septiembre|Opción A, Ejercicio 4|
química|ácido base|2010|Septiembre|Opción A, Ejercicio 5|Cálculo de pH de base fuerte divalente + Neutralización
química|cantidad química|2010|Septiembre|Opción A, Ejercicio 6|
química|formulación|2010|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2010|Septiembre|Opción B, Ejercicio 2|
química|redox|2010|Septiembre|Opción B, Ejercicio 3|Identificación de reacciones redox + ajuste por ión-electrón
química|ácido base|2010|Septiembre|Opción B, Ejercicio 4|Hidrólisis de sales + Especies anfóteras
química|termoquímica|2010|Septiembre|Opción B, Ejercicio 5|
química|equilibrio químico|2010|Septiembre|Opción B, Ejercicio 6|Cálculo de Kc y Kp y perturbación del equilibrio
química|formulación|2011|Junio|Opción A, Ejercicio 1|
química|átomo|2011|Junio|Opción A, Ejercicio 2|
química|equilibrio químico|2011|Junio|Opción A, Ejercicio 3|Principio de Le Chatelier con equilibrio heterogéneo
química|reactividad orgánica|2011|Junio|Opción A, Ejercicio 4|
química|ácido base|2011|Junio|Opción A, Ejercicio 5|Equilibrio base débil (Kb, α, concentraciones en equilibrio)
química|cantidad química|2011|Junio|Opción A, Ejercicio 6|
química|formulación|2011|Junio|Opción B, Ejercicio 1|
química|cantidad química|2011|Junio|Opción B, Ejercicio 2|
química|redox|2011|Junio|Opción B, Ejercicio 3|Espontaneidad de reacciones redox (¿se forma H₂?) + pilas galvánicas
química|ácido base|2011|Junio|Opción B, Ejercicio 4|Hidrólisis de sales (estimación cualitativa de pH)
química|termoquímica|2011|Junio|Opción B, Ejercicio 5|
química|equilibrio químico|2011|Junio|Opción B, Ejercicio 6|Cálculo de Kc y Kp
química|formulación|2011|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2011|Reserva 1|Opción A, Ejercicio 2|
química|solubilidad|2011|Reserva 1|Opción A, Ejercicio 3|Ks → solubilidad; Efecto ion común teórico
química|cantidad química|2011|Reserva 1|Opción A, Ejercicio 4|
química|redox|2011|Reserva 1|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (gases + rendimiento)
química|termoquímica|2011|Reserva 1|Opción A, Ejercicio 6|
química|formulación|2011|Reserva 1|Opción B, Ejercicio 1|
química|enlace químico|2011|Reserva 1|Opción B, Ejercicio 2|
química|cinética|2011|Reserva 1|Opción B, Ejercicio 3|Orden de reacción y factores que afectan la velocidad
química|reactividad orgánica|2011|Reserva 1|Opción B, Ejercicio 4|
química|ácido base|2011|Reserva 1|Opción B, Ejercicio 5|Molaridad a partir de densidad/riqueza + Neutralización
química|equilibrio químico|2011|Reserva 1|Opción B, Ejercicio 6|Cálculo de Kc y perturbación con cambio de moles
química|formulación|2011|Reserva 2|Opción A, Ejercicio 1|
química|enlace químico|2011|Reserva 2|Opción A, Ejercicio 2|
química|solubilidad|2011|Reserva 2|Opción A, Ejercicio 3|Efecto ion común teórico; Cuestión teórica
química|termoquímica|2011|Reserva 2|Opción A, Ejercicio 4|
química|redox|2011|Reserva 2|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (pureza)
química|ácido base|2011|Reserva 2|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH)
química|formulación|2011|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2011|Reserva 2|Opción B, Ejercicio 2|
química|átomo|2011|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2011|Reserva 2|Opción B, Ejercicio 4|Pares conjugados y teoría Brönsted-Lowry + Especies anfóteras
química|equilibrio químico|2011|Reserva 2|Opción B, Ejercicio 5|Equilibrio Químico - solución negativa
química|termoquímica|2011|Reserva 2|Opción B, Ejercicio 6|
química|formulación|2011|Reserva 3|Opción A, Ejercicio 1|
química|enlace químico|2011|Reserva 3|Opción A, Ejercicio 2|
química|redox|2011|Reserva 3|Opción A, Ejercicio 3|Pilas galvánicas: notación de pila + cálculo de fem
química|ácido base|2011|Reserva 3|Opción A, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|cantidad química|2011|Reserva 3|Opción A, Ejercicio 5|
química|equilibrio químico|2011|Reserva 3|Opción A, Ejercicio 6|Equilibrio heterogéneo - Kc y Kp y cantidad de sólido
química|formulación|2011|Reserva 3|Opción B, Ejercicio 1|
química|átomo|2011|Reserva 3|Opción B, Ejercicio 2|
química|termoquímica|2011|Reserva 3|Opción B, Ejercicio 3|
química|reactividad orgánica|2011|Reserva 3|Opción B, Ejercicio 4|
química|cantidad química|2011|Reserva 3|Opción B, Ejercicio 5|
química|redox|2011|Reserva 3|Opción B, Ejercicio 6|Electrolisis (ley de Faraday)
química|formulación|2011|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2011|Reserva 4|Opción A, Ejercicio 2|
química|equilibrio químico|2011|Reserva 4|Opción A, Ejercicio 3|Principio de Le Chatelier
química|reactividad orgánica|2011|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2011|Reserva 4|Opción A, Ejercicio 5|
química|ácido base|2011|Reserva 4|Opción A, Ejercicio 6|Neutralización ácido-base + pH con exceso
química|formulación|2011|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2011|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2011|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2011|Reserva 4|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|solubilidad|2011|Reserva 4|Opción B, Ejercicio 5|Ks → solubilidad
química|redox|2011|Reserva 4|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + cálculo de concentración
química|formulación|2011|Septiembre|Opción A, Ejercicio 1|
química|átomo|2011|Septiembre|Opción A, Ejercicio 2|
química|redox|2011|Septiembre|Opción A, Ejercicio 3|Espontaneidad de reacciones redox (cálculo de fem)
química|reactividad orgánica|2011|Septiembre|Opción A, Ejercicio 4|
química|termoquímica|2011|Septiembre|Opción A, Ejercicio 5|
química|solubilidad|2011|Septiembre|Opción A, Ejercicio 6|Ion común numérico
química|formulación|2011|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2011|Septiembre|Opción B, Ejercicio 2|
química|enlace químico|2011|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2011|Septiembre|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|cantidad química|2011|Septiembre|Opción B, Ejercicio 5|
química|redox|2011|Septiembre|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (concentración)
química|formulación|2012|Junio|Opción A, Ejercicio 1|
química|enlace químico|2012|Junio|Opción A, Ejercicio 2|
química|solubilidad|2012|Junio|Opción A, Ejercicio 3|Ks → solubilidad; Efecto ion común teórico; Influencia del pH
química|termoquímica|2012|Junio|Opción A, Ejercicio 4|
química|redox|2012|Junio|Opción A, Ejercicio 5|Ajuste ión-electrón (medio básico) + estequiometría (pureza)
química|ácido base|2012|Junio|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH)
química|formulación|2012|Junio|Opción B, Ejercicio 1|
química|cantidad química|2012|Junio|Opción B, Ejercicio 2|
química|átomo|2012|Junio|Opción B, Ejercicio 3|
química|ácido base|2012|Junio|Opción B, Ejercicio 4|Hidrólisis de sales (estimación cualitativa de pH)
química|equilibrio químico|2012|Junio|Opción B, Ejercicio 5|Cálculo de moles y Kc y Kp a partir de presión total
química|termoquímica|2012|Junio|Opción B, Ejercicio 6|
química|formulación|2012|Reserva 1|Opción A, Ejercicio 1|
química|enlace químico|2012|Reserva 1|Opción A, Ejercicio 2|
química|redox|2012|Reserva 1|Opción A, Ejercicio 3|Ajuste ión-electrón (medio ácido): varias reacciones
química|ácido base|2012|Reserva 1|Opción A, Ejercicio 4|Pares conjugados y teoría Brönsted-Lowry
química|cantidad química|2012|Reserva 1|Opción A, Ejercicio 5|
química|equilibrio químico|2012|Reserva 1|Opción A, Ejercicio 6|Cálculo de Kc y grado de disociación - uso de alfa
química|formulación|2012|Reserva 1|Opción B, Ejercicio 1|
química|átomo|2012|Reserva 1|Opción B, Ejercicio 2|
química|termoquímica|2012|Reserva 1|Opción B, Ejercicio 3|
química|reactividad orgánica|2012|Reserva 1|Opción B, Ejercicio 4|
química|cantidad química|2012|Reserva 1|Opción B, Ejercicio 5|
química|redox|2012|Reserva 1|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + cálculo de estado de oxidación
química|formulación|2012|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2012|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2012|Reserva 2|Opción A, Ejercicio 3|Principio de Le Chatelier
química|reactividad orgánica|2012|Reserva 2|Opción A, Ejercicio 4|
química|ácido base|2012|Reserva 2|Opción A, Ejercicio 5|Cálculo de pH de base fuerte (molaridad) + Neutralización
química|cantidad química|2012|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2012|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2012|Reserva 2|Opción B, Ejercicio 2|
química|redox|2012|Reserva 2|Opción B, Ejercicio 3|Pilas galvánicas: notación de pila + cálculo de fem
química|ácido base|2012|Reserva 2|Opción B, Ejercicio 4|Clasificación ácido/base/anfótero según Brönsted-Lowry
química|termoquímica|2012|Reserva 2|Opción B, Ejercicio 5|
química|equilibrio químico|2012|Reserva 2|Opción B, Ejercicio 6|Equilibrio heterogéneo - Kc y Kp y cantidad de sólido
química|formulación|2012|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2012|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2012|Reserva 3|Opción A, Ejercicio 3|Principio de Le Chatelier con equilibrio heterogéneo
química|reactividad orgánica|2012|Reserva 3|Opción A, Ejercicio 4|
química|termoquímica|2012|Reserva 3|Opción A, Ejercicio 5|
química|ácido base|2012|Reserva 3|Opción A, Ejercicio 6|Molaridad a partir de densidad/riqueza + Neutralización
química|formulación|2012|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2012|Reserva 3|Opción B, Ejercicio 2|
química|enlace químico|2012|Reserva 3|Opción B, Ejercicio 3|
química|ácido base|2012|Reserva 3|Opción B, Ejercicio 4|Clasificación ácido/base/anfótero según Brönsted-Lowry
química|solubilidad|2012|Reserva 3|Opción B, Ejercicio 5|Solubilidad → Ks; Ion común numérico
química|redox|2012|Reserva 3|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + cálculo de concentración
química|formulación|2012|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2012|Reserva 4|Opción A, Ejercicio 2|
química|redox|2012|Reserva 4|Opción A, Ejercicio 3|Espontaneidad de reacciones redox (cálculo de fem)
química|reactividad orgánica|2012|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2012|Reserva 4|Opción A, Ejercicio 5|
química|solubilidad|2012|Reserva 4|Opción A, Ejercicio 6|Ks → solubilidad; Formación de precipitado
química|formulación|2012|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2012|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2012|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2012|Reserva 4|Opción B, Ejercicio 4|Equilibrio de hidrólisis del ión amonio + efecto del pH
química|cantidad química|2012|Reserva 4|Opción B, Ejercicio 5|
química|redox|2012|Reserva 4|Opción B, Ejercicio 6|Ajuste ión-electrón (medio ácido) + estequiometría (pureza)
química|formulación|2012|Septiembre|Opción A, Ejercicio 1|
química|átomo|2012|Septiembre|Opción A, Ejercicio 2|
química|solubilidad|2012|Septiembre|Opción A, Ejercicio 3|Cuestión teórica; Efecto ion común teórico; Influencia del pH
química|cantidad química|2012|Septiembre|Opción A, Ejercicio 4|
química|redox|2012|Septiembre|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría
química|termoquímica|2012|Septiembre|Opción A, Ejercicio 6|
química|formulación|2012|Septiembre|Opción B, Ejercicio 1|
química|enlace químico|2012|Septiembre|Opción B, Ejercicio 2|
química|cinética|2012|Septiembre|Opción B, Ejercicio 3|Diagrama entálpico y energía de activación
química|reactividad orgánica|2012|Septiembre|Opción B, Ejercicio 4|
química|ácido base|2012|Septiembre|Opción B, Ejercicio 5|Equilibrio ácido débil (Ka) a partir de pH conocido
química|equilibrio químico|2012|Septiembre|Opción B, Ejercicio 6|Equilibrio Químico - solución negativa
química|formulación|2013|Junio|Opción A, Ejercicio 1|
química|átomo|2013|Junio|Opción A, Ejercicio 2|
química|solubilidad|2013|Junio|Opción A, Ejercicio 3|Cuestión teórica / V o F; Ks → solubilidad
química|cantidad química|2013|Junio|Opción A, Ejercicio 4|
química|redox|2013|Junio|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (pureza)
química|termoquímica|2013|Junio|Opción A, Ejercicio 6|
química|formulación|2013|Junio|Opción B, Ejercicio 1|
química|enlace químico|2013|Junio|Opción B, Ejercicio 2|
química|cinética|2013|Junio|Opción B, Ejercicio 3|Orden de reacción a partir de unidades y cálculo numérico de velocidad
química|reactividad orgánica|2013|Junio|Opción B, Ejercicio 4|
química|ácido base|2013|Junio|Opción B, Ejercicio 5|Cálculo de pH de base fuerte (molaridad) + Neutralización
química|equilibrio químico|2013|Junio|Opción B, Ejercicio 6|Equilibrio Químico - solución negativa
química|formulación|2013|Reserva 1|Opción A, Ejercicio 1|
química|enlace químico|2013|Reserva 1|Opción A, Ejercicio 2|
química|solubilidad|2013|Reserva 1|Opción A, Ejercicio 3|Ion común numérico; Ks → solubilidad
química|termoquímica|2013|Reserva 1|Opción A, Ejercicio 4|
química|redox|2013|Reserva 1|Opción A, Ejercicio 5|Ajuste ión-electrón (medio ácido) + estequiometría (gases)
química|ácido base|2013|Reserva 1|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α, pH) + pH ácido fuerte equivalente
química|formulación|2013|Reserva 1|Opción B, Ejercicio 1|
química|cantidad química|2013|Reserva 1|Opción B, Ejercicio 2|
química|átomo|2013|Reserva 1|Opción B, Ejercicio 3|
química|ácido base|2013|Reserva 1|Opción B, Ejercicio 4|Hidrólisis de sales + Pares conjugados
química|equilibrio químico|2013|Reserva 1|Opción B, Ejercicio 5|Cálculo de Kc y ecuación de 2º grado
química|enlace químico|2013|Reserva 1|Opción B, Ejercicio 6|
química|formulación|2013|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2013|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2013|Reserva 2|Opción A, Ejercicio 3|Equilibrio heterogéneo - Kc y Kp y Le Chatelier
química|reactividad orgánica|2013|Reserva 2|Opción A, Ejercicio 4|
química|termoquímica|2013|Reserva 2|Opción A, Ejercicio 5|
química|ácido base|2013|Reserva 2|Opción A, Ejercicio 6|Equilibrio ácido débil (Ka, α) + Neutralización
química|formulación|2013|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2013|Reserva 2|Opción B, Ejercicio 2|
química|enlace químico|2013|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2013|Reserva 2|Opción B, Ejercicio 4|Cuestiones teóricas (ácido fuerte/débil, concentrado, anfótero)
química|solubilidad|2013|Reserva 2|Opción B, Ejercicio 5|Ks → solubilidad; Ion común numérico
química|redox|2013|Reserva 2|Opción B, Ejercicio 6|Electrolisis (ley de Faraday) + cálculo de magnitudes atómicas
química|formulación|2013|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2013|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2013|Reserva 3|Opción A, Ejercicio 3|Kc y Kp - verdadero o falso
química|reactividad orgánica|2013|Reserva 3|Opción A, Ejercicio 4|
química|ácido base|2013|Reserva 3|Opción A, Ejercicio 5|Molaridad a partir de densidad/riqueza + Neutralización
química|cantidad química|2013|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2013|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2013|Reserva 3|Opción B, Ejercicio 2|
química|redox|2013|Reserva 3|Opción B, Ejercicio 3|Espontaneidad de reacciones redox (cálculo de fem)
química|ácido base|2013|Reserva 3|Opción B, Ejercicio 4|Pares conjugados y teoría Brönsted-Lowry
química|termoquímica|2013|Reserva 3|Opción B, Ejercicio 5|
química|equilibrio químico|2013|Reserva 3|Opción B, Ejercicio 6|Equilibrio heterogéneo - Kp y Kc y perturbación del equilibrio
química|formulación|2013|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2013|Reserva 4|Opción A, Ejercicio 2|
química|redox|2013|Reserva 4|Opción A, Ejercicio 3|Pilas galvánicas: espontaneidad + cálculo de fem
química|reactividad orgánica|2013|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2013|Reserva 4|Opción A, Ejercicio 5|
química|solubilidad|2013|Reserva 4|Opción A, Ejercicio 6|Solubilidad → Ks; Ks → solubilidad; Influencia del pH
química|formulación|2013|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2013|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2013|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2013|Reserva 4|Opción B, Ejercicio 4|Verdadero / Falso y cuestiones teóricas
química|cantidad química|2013|Reserva 4|Opción B, Ejercicio 5|
química|redox|2013|Reserva 4|Opción B, Ejercicio 6|Ajuste ión-electrón (medio básico) + estequiometría
química|formulación|2013|Septiembre|Opción A, Ejercicio 1|
química|enlace químico|2013|Septiembre|Opción A, Ejercicio 2|
química|redox|2013|Septiembre|Opción A, Ejercicio 3|Ajuste ión-electrón (medio ácido) + identificación oxidante/reductor
química|ácido base|2013|Septiembre|Opción A, Ejercicio 4|Hidrólisis de sales (estimación cualitativa de pH)
química|cantidad química|2013|Septiembre|Opción A, Ejercicio 5|
